gr_year,squirrel_id,N
KL_2009,10178,33
KL_2009,10760,25
KL_2009,10121,47
KL_2009,10275,36
KL_2009,10318,49
KL_2009,10408,27
KL_2009,11161,31
KL_2009,11177,46
KL_2009,10391,34
KL_2009,10177,43
KL_2009,11168,28
KL_2009,11203,23
KL_2009,10377,31
KL_2009,10146,25
KL_2009,10322,23
KL_2009,10759,27
KL_2009,10818,26
KL_2009,10461,27
KL_2009,11266,23
SU_2009,10325,53
SU_2009,10405,31
SU_2009,10120,127
SU_2009,10271,110
SU_2009,10786,32
SU_2009,10135,83
SU_2009,10191,75
SU_2009,10661,113
SU_2009,13656,90
SU_2009,13666,149
SU_2009,10343,43
SU_2009,10141,30
SU_2009,10185,176
SU_2009,10474,52
SU_2009,13667,36
SU_2009,10115,95
SU_2009,10114,35
SU_2009,10358,59
SU_2009,10361,40
SU_2009,10362,41
SU_2009,13658,37
SU_2009,13664,78
SU_2009,10133,114
SU_2009,10160,55
SU_2009,10735,35
SU_2009,11078,31
SU_2009,11079,30
SU_2009,11326,35
SU_2009,11308,24
KL_2010,10182,44
KL_2010,10285,188
KL_2010,10318,70
KL_2010,10342,242
KL_2010,11176,234
KL_2010,11272,28
KL_2010,11325,27
KL_2010,11344,23
KL_2010,10375,61
KL_2010,10461,30
KL_2010,10785,112
KL_2010,10818,24
KL_2010,11171,174
KL_2010,11256,176
KL_2010,10275,69
KL_2010,11150,91
KL_2010,11489,81
KL_2010,10177,30
KL_2010,10686,26
KL_2010,11266,58
KL_2010,13123,52
KL_2010,10212,54
KL_2010,10588,30
KL_2010,11882,30
KL_2010,11201,52
KL_2010,11254,76
KL_2010,10273,30
KL_2010,8760,25
KL_2010,10374,122
KL_2010,11460,50
KL_2010,11282,55
KL_2010,11537,24
KL_2010,10939,28
KL_2010,11281,37
KL_2010,11614,32
KL_2010,10784,30
KL_2010,12017,28
KL_2010,10531,53
SU_2010,13666,49
SU_2010,10325,45
SU_2010,10662,39
SU_2010,11501,26
SU_2010,10191,44
SU_2010,10616,22
SU_2010,10358,54
SU_2010,12139,82
SU_2010,10924,24
SU_2010,10946,23
SU_2010,10914,39
SU_2010,13667,27
SU_2010,11084,49
SU_2010,11534,44
SU_2010,11536,32
SU_2010,11078,55
SU_2010,11999,24
SU_2010,13687,39
KL_2011,10182,102
KL_2011,10818,76
KL_2011,11343,23
KL_2011,10318,61
KL_2011,10375,44
KL_2011,11150,108
KL_2011,11256,214
KL_2011,11619,80
KL_2011,11775,208
KL_2011,11896,249
KL_2011,10342,227
KL_2011,11266,23
KL_2011,11344,25
KL_2011,11460,26
KL_2011,11489,28
KL_2011,10374,104
KL_2011,10046,126
KL_2011,11537,281
KL_2011,13039,34
KL_2011,11176,87
KL_2011,12022,37
KL_2011,12628,155
KL_2011,12303,28
KL_2011,12625,24
KL_2011,10042,56
KL_2011,12422,81
KL_2011,11220,90
KL_2011,11225,24
KL_2011,11282,24
KL_2011,12678,30
KL_2011,11841,80
KL_2011,12620,44
KL_2011,12007,22
KL_2011,12423,91
KL_2011,12827,88
KL_2011,12445,22
KL_2011,11895,30
KL_2011,12426,232
SU_2011,10191,31
SU_2011,11952,32
SU_2011,13667,94
SU_2011,11976,101
SU_2011,12432,75
SU_2011,11084,60
SU_2011,11536,80
SU_2011,12524,27
SU_2011,12462,153
SU_2011,12435,76
SU_2011,11577,88
SU_2011,12526,23
SU_2011,11953,25
SU_2011,11722,73
SU_2011,12026,34
SU_2011,11944,47
KL_2012,10374,29
KL_2012,10993,26
KL_2012,10995,59
KL_2012,11489,50
KL_2012,11537,41
KL_2012,11896,33
KL_2012,11897,29
KL_2012,12876,35
KL_2012,10046,35
KL_2012,10318,38
KL_2012,11256,35
KL_2012,11266,25
KL_2012,11622,42
KL_2012,11775,44
KL_2012,12190,28
KL_2012,12303,29
KL_2012,12620,22
KL_2012,12678,27
KL_2012,12824,38
KL_2012,12827,25
KL_2012,13039,25
KL_2012,13185,36
KL_2012,10818,24
KL_2012,11841,26
KL_2012,12422,45
KL_2012,12423,39
KL_2012,12623,29
KL_2012,12703,34
KL_2012,10182,31
KL_2012,10342,41
KL_2012,10994,25
KL_2012,11220,47
KL_2012,11272,23
KL_2012,11344,29
KL_2012,11895,28
KL_2012,12625,36
KL_2012,12657,25
KL_2012,13084,40
KL_2012,13012,27
KL_2012,12305,22
KL_2012,12513,24
KL_2012,13010,24
KL_2012,12613,26
KL_2012,12626,29
KL_2012,12202,28
KL_2012,13147,38
KL_2012,19257,23
SU_2012,10654,30
SU_2012,11576,27
SU_2012,11952,32
SU_2012,11976,37
SU_2012,12140,22
SU_2012,12522,25
SU_2012,13130,22
SU_2012,12026,35
SU_2012,13667,23
SU_2012,19267,33
SU_2012,12432,26
SU_2012,12435,30
SU_2012,13097,24
SU_2012,12180,22
SU_2012,12003,27
SU_2012,12462,27
KL_2013,12513,32
KL_2013,11537,31
KL_2013,12363,79
KL_2013,10318,71
KL_2013,13010,28
KL_2013,11614,25
KL_2013,13288,45
KL_2013,13012,36
KL_2013,12933,69
KL_2013,13185,32
KL_2013,10046,38
KL_2013,12018,73
KL_2013,12705,95
KL_2013,12657,117
KL_2013,12210,67
KL_2013,13039,122
KL_2013,12629,50
KL_2013,13535,22
KL_2013,11897,24
KL_2013,11896,36
KL_2013,11945,101
KL_2013,13084,37
KL_2013,10995,42
KL_2013,13287,33
KL_2013,13305,32
KL_2013,12007,77
KL_2013,11775,41
KL_2013,11460,113
KL_2013,10342,65
KL_2013,12703,27
KL_2013,13646,27
KL_2013,11895,24
KL_2013,12012,36
KL_2013,12625,37
KL_2013,19257,36
KL_2013,12576,69
KL_2013,12285,37
KL_2013,11220,47
KL_2013,12611,28
KL_2013,11344,38
KL_2013,12426,24
KL_2013,11621,26
KL_2013,12908,55
KL_2013,13332,24
KL_2013,13466,28
KL_2013,12678,94
KL_2013,13048,75
KL_2013,12017,80
KL_2013,12827,38
KL_2013,12190,33
KL_2013,13412,26
KL_2013,11256,34
KL_2013,12199,24
KL_2013,12423,37
KL_2013,11841,25
KL_2013,12825,108
KL_2013,12364,92
KL_2013,10993,22
KL_2013,11266,85
KL_2013,13179,93
KL_2013,12303,25
KL_2013,12236,72
KL_2013,11983,66
KL_2013,12542,69
KL_2013,13125,54
KL_2013,12235,25
KL_2013,12830,61
KL_2013,10047,44
KL_2013,12209,76
KL_2013,12305,29
KL_2013,12565,68
KL_2013,12445,123
KL_2013,12564,67
KL_2013,10531,26
SU_2013,13667,25
SU_2013,10654,30
SU_2013,13085,34
SU_2013,11976,29
SU_2013,12026,26
SU_2013,12432,28
SU_2013,12434,37
SU_2013,12479,27
SU_2013,19267,24
SU_2013,19250,26
SU_2013,12973,23
SU_2013,11996,22
SU_2013,11577,31
SU_2013,11576,26
SU_2013,12029,24
SU_2013,12524,36
SU_2013,13000,24
SU_2013,11017,24
SU_2013,11534,23
SU_2013,11952,36
SU_2013,13130,36
SU_2013,12003,29
SU_2013,13097,31
SU_2013,13131,23
SU_2013,13385,23
SU_2013,12522,28
SU_2013,12462,26
SU_2013,13092,27
SU_2013,12435,30
SU_2013,11953,30
SU_2013,10918,23
SU_2013,12180,29
KL_2013,12036,68
KL_2014,12305,35
KL_2014,12576,150
KL_2014,12703,62
KL_2014,13466,206
KL_2014,19706,72
KL_2014,12705,345
KL_2014,11256,49
KL_2014,13012,218
KL_2014,19846,43
KL_2014,19654,30
KL_2014,19901,138
KL_2014,12210,49
KL_2014,10995,73
KL_2014,11537,66
KL_2014,12625,196
KL_2014,12825,190
KL_2014,13112,27
KL_2014,13305,191
KL_2014,19257,217
KL_2014,19767,55
KL_2014,19769,52
KL_2014,12827,69
KL_2014,13412,30
KL_2014,19550,25
KL_2014,19516,33
KL_2014,12364,88
KL_2014,11220,29
KL_2014,12190,44
KL_2014,12285,171
KL_2014,12629,60
KL_2014,19858,43
KL_2014,13039,23
KL_2014,13179,324
KL_2014,10993,38
KL_2014,13288,25
KL_2014,13332,35
KL_2014,19689,29
KL_2014,19766,41
KL_2014,12235,48
KL_2014,10374,28
KL_2014,19880,244
KL_2014,12542,103
KL_2014,12236,79
KL_2014,12018,53
KL_2014,12678,247
KL_2014,19874,117
KL_2014,19719,56
KL_2014,12626,32
KL_2014,19655,191
KL_2014,19694,27
KL_2014,19909,49
KL_2014,12166,259
KL_2014,12209,67
KL_2014,19599,56
KL_2014,19649,37
KL_2014,19791,146
KL_2014,11895,70
KL_2014,19748,143
KL_2014,11775,71
KL_2014,11983,119
KL_2014,12007,66
KL_2014,10342,69
KL_2014,12199,45
KL_2014,12513,46
KL_2014,19702,200
KL_2014,13048,190
KL_2014,19884,218
KL_2014,12012,47
KL_2014,11344,22
KL_2014,19772,48
KL_2014,12426,39
KL_2014,19723,98
KL_2014,19815,139
KL_2014,12363,42
KL_2014,19583,178
KL_2014,19707,22
KL_2014,19865,37
KL_2014,19882,49
KL_2014,19718,36
KL_2014,19565,92
KL_2014,19881,38
KL_2014,12202,25
KL_2014,19271,39
KL_2014,19764,34
KL_2014,19771,22
KL_2014,20155,197
KL_2014,20198,181
KL_2014,20199,50
KL_2014,11957,52
KL_2014,20409,31
KL_2014,20530,28
KL_2014,20567,39
KL_2014,20062,26
KL_2014,20079,25
SU_2014,12435,160
SU_2014,11953,26
SU_2014,12191,31
SU_2014,12522,197
SU_2014,12524,256
SU_2014,13085,35
SU_2014,13130,33
SU_2014,13131,24
SU_2014,13438,39
SU_2014,11534,23
SU_2014,11976,39
SU_2014,12462,37
SU_2014,13092,24
SU_2014,13134,31
SU_2014,11722,39
SU_2014,12026,243
SU_2014,13385,37
SU_2014,13667,24
SU_2014,19250,22
SU_2014,19611,267
SU_2014,19862,31
SU_2014,11576,36
SU_2014,19267,234
SU_2014,12972,29
SU_2014,13129,25
SU_2014,11998,33
SU_2014,12027,161
SU_2014,12180,31
SU_2014,12973,29
SU_2014,19832,63
SU_2014,13690,183
SU_2014,10654,35
SU_2014,11531,22
SU_2014,19740,48
SU_2014,19840,23
SU_2014,11577,38
SU_2014,12432,31
SU_2014,10048,172
SU_2014,10918,23
SU_2014,11002,29
SU_2014,19601,200
SU_2014,13132,23
SU_2014,19537,183
SU_2014,12003,194
SU_2014,11979,221
SU_2014,19354,199
SU_2014,20495,170
SU_2014,20523,29
SU_2014,20351,23
KL_2015,11256,28
KL_2015,21222,222
KL_2015,20409,22
KL_2015,13179,232
KL_2015,20993,240
KL_2015,20866,199
KL_2015,13012,29
KL_2015,20995,30
KL_2015,11775,33
KL_2015,12210,55
KL_2015,20921,75
KL_2015,12827,35
KL_2015,13048,303
KL_2015,20645,208
KL_2015,20871,279
KL_2015,20917,276
KL_2015,20918,396
KL_2015,20923,335
KL_2015,21496,23
KL_2015,20778,224
KL_2015,13412,39
KL_2015,19599,320
KL_2015,19766,27
KL_2015,20873,39
KL_2015,21382,26
KL_2015,12958,25
KL_2015,20686,23
KL_2015,21513,22
KL_2015,11895,22
KL_2015,21332,237
KL_2015,19769,22
KL_2015,21359,33
KL_2015,19654,265
KL_2015,21216,216
KL_2015,20919,295
KL_2015,19713,227
KL_2015,12678,282
KL_2015,21022,27
KL_2015,20836,193
KL_2015,20729,221
KL_2015,12018,289
KL_2015,19718,281
KL_2015,19884,378
KL_2015,19880,194
KL_2015,20198,30
KL_2015,20081,66
KL_2015,20525,149
KL_2015,20805,37
KL_2015,20634,277
KL_2015,21247,150
KL_2015,12613,318
KL_2015,12565,22
KL_2015,20862,24
KL_2015,21384,29
KL_2016,11256,33
KL_2016,12012,268
KL_2016,19583,31
KL_2016,19706,52
KL_2016,20729,255
KL_2016,20734,24
KL_2016,20804,23
KL_2016,20921,250
KL_2016,20995,272
KL_2016,21350,43
KL_2016,21396,44
KL_2016,20836,231
KL_2016,21223,261
KL_2016,11775,32
KL_2016,20198,248
KL_2016,20873,23
KL_2016,21331,234
KL_2016,21387,24
KL_2016,22068,248
KL_2016,13466,247
KL_2016,19766,24
KL_2016,19815,299
KL_2016,19882,284
KL_2016,20872,38
KL_2016,19718,265
KL_2016,20573,202
KL_2016,20914,275
KL_2016,21238,232
KL_2016,19981,282
KL_2016,20570,330
KL_2016,21023,257
KL_2016,22008,268
KL_2016,19649,29
KL_2016,19764,22
KL_2016,19599,260
KL_2016,20537,270
KL_2016,12207,253
KL_2016,20155,22
KL_2016,20525,279
KL_2016,13179,25
KL_2016,20081,307
KL_2016,21355,218
KL_2016,12236,427
KL_2016,12653,281
KL_2016,20062,228
KL_2016,21910,213
KL_2016,20920,23
KL_2016,21239,248
KL_2016,21329,244
KL_2016,22049,265
KL_2016,20997,22
KL_2016,20756,214
KL_2016,21276,265
KL_2016,12613,246
KL_2016,20919,229
KL_2016,21505,229
SU_2016,12003,27
SU_2016,13385,234
SU_2016,20825,237
SU_2016,12026,126
SU_2016,12435,22
SU_2016,13129,299
SU_2016,20341,168
SU_2016,12028,219
SU_2016,19537,252
SU_2016,21272,252
SU_2016,12027,235
SU_2016,12180,30
SU_2016,21364,259
SU_2016,22081,295
SU_2016,22062,25
SU_2016,20495,175
SU_2016,21058,24
SU_2016,20060,37
SU_2016,20942,231
SU_2016,21357,318
SU_2016,13097,27
SU_2016,20883,218
SU_2016,10043,244
SU_2016,13132,252
SU_2016,19875,336
SU_2016,20523,321
SU_2016,19601,238
SU_2016,20342,250
SU_2016,11534,251
SU_2016,11976,39
SU_2016,20353,22
SU_2016,21100,24
SU_2016,19611,262
SU_2016,19862,23
SU_2016,20948,158
SU_2016,19742,37
SU_2016,20059,30
SU_2016,21488,22
SU_2016,19740,232
SU_2016,21117,248
SU_2016,21867,183
SU_2016,12522,162
SU_2016,21279,249
SU_2016,22495,196
KL_2016,12027,28
KL_2016,12028,29
SU_2016,20226,153
KL_2017,20295,48
KL_2017,20297,25
KL_2017,20685,23
KL_2017,20686,32
KL_2017,20688,25
KL_2017,20873,38
KL_2017,19706,30
KL_2017,19846,25
KL_2017,20191,42
KL_2017,20732,22
KL_2017,20804,33
KL_2017,21023,22
KL_2017,22369,50
KL_2017,12426,25
KL_2017,19764,31
KL_2017,20920,33
KL_2017,21382,34
KL_2017,19766,31
KL_2017,21910,23
KL_2017,22008,23
KL_2017,19583,35
KL_2017,20995,47
KL_2017,21223,30
KL_2017,20734,23
KL_2017,20866,23
KL_2017,21215,22
KL_2017,20778,22
KL_2017,20865,22
KL_2017,21022,25
KL_2017,20570,27
KL_2017,19981,25
KL_2017,20921,38
KL_2017,21366,23
KL_2017,21377,29
KL_2017,21155,31
KL_2017,19882,23
KL_2017,21075,36
KL_2017,19984,29
KL_2017,22658,69
KL_2017,22641,69
KL_2017,22890,77
KL_2017,22758,122
KL_2017,22773,81
KL_2017,22805,32
KL_2017,22807,27
KL_2017,22806,37
KL_2017,22865,97
KL_2017,22788,26
KL_2017,22789,40
KL_2017,22897,56
KL_2017,22898,80
KL_2017,23024,77
KL_2017,23025,84
KL_2017,23089,101
KL_2017,22874,56
KL_2017,22873,59
KL_2017,23079,105
KL_2017,23080,117
KL_2017,23028,30
KL_2017,23026,97
KL_2017,22954,41
KL_2017,22951,36
KL_2017,22995,132
KL_2017,22640,74
KL_2017,23031,76
KL_2017,23000,79
KL_2017,22657,40
KL_2017,22778,27
KL_2017,22777,60
KL_2017,23023,24
KL_2017,22994,42
KL_2017,23054,73
KL_2017,23220,22
SU_2017,11576,28
SU_2017,20060,22
SU_2017,13438,25
SU_2017,20235,25
SU_2017,21277,26
SU_2017,20948,22
SU_2017,21273,26
SU_2017,22722,43
SU_2017,22684,47
SU_2017,22721,49
SU_2017,22966,87
SU_2017,22965,29
SU_2017,22979,77
SU_2017,23052,76
SU_2017,22653,34
SU_2017,22985,59
SU_2017,22986,57
KL_2018,21350,30
KL_2018,22994,40
KL_2018,20191,22
KL_2018,22759,33
KL_2018,22758,27
KL_2018,20635,29
KL_2018,21329,26
KL_2018,20295,24
KL_2018,20914,23
KL_2018,22890,33
KL_2018,19764,41
KL_2018,19766,28
KL_2018,22274,29
KL_2018,23023,44
KL_2018,19983,28
KL_2018,21382,22
KL_2018,22016,23
KL_2018,20220,33
KL_2018,19880,25
KL_2018,23027,42
KL_2018,20686,41
KL_2018,20297,30
KL_2018,20688,25
KL_2018,20685,29
KL_2018,23320,23
KL_2018,19706,32
KL_2018,19984,32
KL_2018,20804,39
KL_2018,21223,23
KL_2018,21022,30
KL_2018,21155,28
KL_2018,20866,24
KL_2018,22657,35
KL_2018,19846,23
KL_2018,21007,23
KL_2018,21215,22
KL_2018,22297,26
KL_2018,22778,37
KL_2018,22296,28
KL_2018,20857,35
KL_2018,19981,24
KL_2018,23379,48
KL_2018,23568,152
KL_2018,23401,116
KL_2018,23403,24
KL_2018,23580,40
KL_2018,23566,92
KL_2018,23419,108
KL_2018,23501,96
KL_2018,23503,38
KL_2018,23465,37
KL_2018,23467,40
KL_2018,23463,71
KL_2018,23464,81
KL_2018,23494,99
KL_2018,23492,77
KL_2018,23496,97
KL_2018,23387,111
KL_2018,23484,28
KL_2018,23485,91
KL_2018,23505,77
KL_2018,23506,80
KL_2018,23520,87
KL_2018,23631,65
KL_2018,23573,91
KL_2018,23558,110
KL_2018,23560,40
KL_2018,23525,106
KL_2018,23607,97
KL_2018,23563,35
KL_2018,23577,71
KL_2018,23564,40
KL_2018,23578,92
KL_2018,23665,50
KL_2018,23666,49
KL_2018,23688,108
KL_2018,23689,24
SU_2018,23052,31
SU_2018,20940,33
SU_2018,13438,28
SU_2018,20939,29
SU_2018,22921,25
SU_2018,19611,22
SU_2018,23189,38
SU_2018,23300,27
SU_2018,22062,29
SU_2018,22373,22
SU_2018,20060,23
SU_2018,21868,31
SU_2018,21907,24
SU_2018,20353,25
SU_2018,22495,22
KL_2019,21513,755
KL_2019,21216,709
KL_2019,23760,22
KL_2019,23320,95
KL_2019,21487,638
KL_2019,23532,83
KL_2019,21023,34
KL_2019,23565,32
KL_2019,19984,69
KL_2019,22994,29
KL_2019,19706,39
KL_2019,22759,87
KL_2019,20919,70
KL_2019,22640,71
KL_2019,21350,154
KL_2019,21046,130
KL_2019,20191,76
KL_2019,20295,144
KL_2019,23027,46
KL_2019,19983,65
KL_2019,20686,71
KL_2019,21215,31
KL_2019,22778,119
KL_2019,21022,57
KL_2019,21578,50
KL_2019,22865,32
KL_2019,21342,39
KL_2019,23054,94
KL_2019,22008,57
KL_2019,23806,59
KL_2019,20537,25
KL_2019,20914,606
KL_2019,20685,23
KL_2019,20525,229
KL_2019,23378,22
KL_2019,23418,109
KL_2019,22297,78
KL_2019,21329,102
KL_2019,21993,138
KL_2019,20223,844
KL_2019,23466,252
KL_2019,20688,95
KL_2019,23319,27
KL_2019,23023,69
KL_2019,19764,30
KL_2019,20857,44
KL_2019,23294,82
KL_2019,22296,79
KL_2019,22278,29
KL_2019,21155,73
KL_2019,21716,24
KL_2019,23755,48
KL_2019,22891,904
KL_2019,23326,831
KL_2019,21355,627
KL_2019,23572,138
KL_2019,23876,146
KL_2019,21389,823
KL_2019,20862,76
KL_2019,23880,81
KL_2019,20916,609
KL_2019,22657,702
KL_2019,21387,818
KL_2019,20864,32
KL_2019,21222,641
KL_2019,19880,638
KL_2019,20078,125
KL_2019,23890,24
KL_2019,21276,598
KL_2019,21331,733
KL_2019,21368,648
KL_2019,21393,768
KL_2019,23724,150
KL_2019,23896,70
KL_2019,21239,756
KL_2019,23919,42
KL_2019,23920,91
KL_2019,23939,85
KL_2019,23940,36
KL_2019,24033,33
KL_2019,24223,35
KL_2019,22358,64
SU_2019,22978,33
SU_2019,13438,30
SU_2019,21279,34
SU_2019,22194,37
SU_2019,20342,46
SU_2019,20235,75
SU_2019,21281,37
SU_2019,20942,24
SU_2019,23527,23
SU_2019,20495,30
SU_2019,22373,36
SU_2019,22449,28
SU_2019,23586,32
SU_2019,23845,51
SU_2019,22591,34
SU_2019,19601,85
SU_2019,19875,25
SU_2019,20060,42
SU_2019,23193,35
SU_2019,22495,29
SU_2019,21031,47
SU_2019,22652,36
SU_2019,22358,36
SU_2019,20945,29
SU_2019,22236,31
SU_2019,22982,32
SU_2019,19832,22
SU_2019,23877,26
SU_2019,21676,37
SU_2019,23189,55
SU_2019,22490,23
SU_2019,23938,30
KL_2019,20778,569
KL_2020,23319,29
KL_2020,23565,45
KL_2020,23532,55
KL_2020,24709,31
KL_2020,24702,33
KL_2020,24424,33
KL_2020,23027,40
KL_2020,24033,40
KL_2020,24260,28
KL_2020,24754,25
KL_2020,24506,29
KL_2020,23466,35
KL_2020,22891,35
KL_2020,23054,23
KL_2020,24659,34
KL_2020,23294,23
KL_2020,24818,31
KL_2020,24002,31
KL_2020,24409,24
KL_2020,24268,28
KL_2020,24591,30
KL_2020,23724,30
KL_2020,24577,32
KL_2020,22358,27
KL_2020,24850,25
